item_id,square_catalog_id,sku,item_name,brand,category,subcategory,era_decade,size,measurements,condition_rating,condition_notes,material,color_primary,color_secondary,pattern,cost_price,selling_price,suggested_retail_price,source,acquisition_date,acquisition_location,is_one_of_a_kind,weight_grams,photo_urls,tags,status
257,sq_item_257,VIN0257,Peru Belt,H&M,accessories,belt,Y2K,size_10,"{""chest"": ""41\"""", ""waist"": ""33\"""", ""length"": ""43\""""}",4,In quibusdam facilis id iste.,linen,pink,,geometric,8.82,17.85,21.42,donation,2024-11-25,New Gina,True,1953,"['https://example.com/photos/item_257_0.jpg', 'https://example.com/photos/item_257_1.jpg', 'https://example.com/photos/item_257_2.jpg', 'https://example.com/photos/item_257_3.jpg']",['classic'],available
258,sq_item_258,VIN0258,DarkGreen Mini Dress,Banana Republic,dresses,mini_dress,1980s,size_10,"{""chest"": ""33\"""", ""waist"": ""31\"""", ""length"": ""39\""""}",5,,cashmere,black,blue,polka_dot,36.65,108.03,129.64,consignment,2024-03-24,Lindaside,True,575,"['https://example.com/photos/item_258_0.jpg', 'https://example.com/photos/item_258_1.jpg']","['classic', 'statement_piece', 'vintage']",sold
259,sq_item_259,VIN0259,Plum T Shirt,J.Crew,tops,t_shirt,1990s,size_6,"{""chest"": ""39\"""", ""waist"": ""36\"""", ""length"": ""47\""""}",3,Deserunt reiciendis qui labore ab in.,silk,purple,blue,floral,59.22,187.79,225.35,donation,2024-05-18,Port Crystal,True,306,"['https://example.com/photos/item_259_0.jpg', 'https://example.com/photos/item_259_1.jpg', 'https://example.com/photos/item_259_2.jpg', 'https://example.com/photos/item_259_3.jpg']","['statement_piece', 'festival']",sold
260,sq_item_260,VIN0260,White Blazer,Unknown,tops,blazer,1970s,size_12,"{""chest"": ""32\"""", ""waist"": ""36\"""", ""length"": ""22\""""}",4,Quos error natus necessitatibus id porro.,polyester,white,,polka_dot,8.53,17.52,21.02,consignment,2023-12-15,East Lisafort,True,1707,"['https://example.com/photos/item_260_0.jpg', 'https://example.com/photos/item_260_1.jpg', 'https://example.com/photos/item_260_2.jpg']",['retro'],available
261,sq_item_261,VIN0261,DarkGray Skirt,Vintage Levi's,bottoms,skirt,1960s,size_10,"{""chest"": ""39\"""", ""waist"": ""36\"""", ""length"": ""23\""""}",5,,silk,brown,white,floral,69.01,318.9,382.68,estate_sale,2023-07-30,Garnerview,True,1965,"['https://example.com/photos/item_261_0.jpg', 'https://example.com/photos/item_261_1.jpg', 'https://example.com/photos/item_261_2.jpg']",['classic'],available
262,sq_item_262,VIN0262,MistyRose Shorts,Unknown,bottoms,shorts,1980s,M,"{""chest"": ""33\"""", ""waist"": ""27\"""", ""length"": ""34\""""}",5,,cotton,blue,,polka_dot,62.15,217.23,260.68,consignment,2023-10-21,Annview,True,1134,"['https://example.com/photos/item_262_0.jpg', 'https://example.com/photos/item_262_1.jpg']",['statement_piece'],available
263,sq_item_263,VIN0263,MediumTurquoise Shorts,Forever 21,bottoms,shorts,1980s,L,"{""chest"": ""34\"""", ""waist"": ""36\"""", ""length"": ""33\""""}",4,,linen,brown,,stripes,32.05,128.04,153.65,estate_sale,2024-03-29,South Davidborough,True,398,['https://example.com/photos/item_263_0.jpg'],"['retro', 'bohemian', 'classic']",sold
264,sq_item_264,VIN0264,WhiteSmoke Pants,Unknown,bottoms,pants,1960s,M,"{""chest"": ""41\"""", ""waist"": ""24\"""", ""length"": ""40\""""}",5,,leather,pink,,animal_print,35.12,151.62,181.94,donation,2023-11-08,Port Justin,True,1577,"['https://example.com/photos/item_264_0.jpg', 'https://example.com/photos/item_264_1.jpg', 'https://example.com/photos/item_264_2.jpg']","['bohemian', 'statement_piece']",sold
265,sq_item_265,VIN0265,MediumOrchid Scarf,Gucci,accessories,scarf,1990s,size_10,"{""chest"": ""37\"""", ""waist"": ""36\"""", ""length"": ""45\""""}",4,,leather,white,yellow,polka_dot,57.52,192.03,230.44,thrift_store,2024-06-16,Hamptonmouth,True,1207,"['https://example.com/photos/item_265_0.jpg', 'https://example.com/photos/item_265_1.jpg', 'https://example.com/photos/item_265_2.jpg']",['bohemian'],sold
266,sq_item_266,VIN0266,Cyan Jewelry,Vintage Levi's,accessories,jewelry,1990s,size_14,"{""chest"": ""36\"""", ""waist"": ""27\"""", ""length"": ""46\""""}",5,,silk,black,,stripes,44.1,188.36,226.03,donation,2023-12-29,Austinmouth,True,353,['https://example.com/photos/item_266_0.jpg'],"['bohemian', 'vintage', 'statement_piece']",sold
267,sq_item_267,VIN0267,DarkViolet Handbag,Local Designer,accessories,handbag,1980s,size_12,"{""chest"": ""41\"""", ""waist"": ""27\"""", ""length"": ""31\""""}",4,,wool,pink,,floral,38.99,192.96,231.55,estate_sale,2023-12-02,Lake Lindsey,True,1157,"['https://example.com/photos/item_267_0.jpg', 'https://example.com/photos/item_267_1.jpg']","['vintage', 'bohemian']",available
268,sq_item_268,VIN0268,MediumSlateBlue Tank Top,Banana Republic,tops,tank_top,1980s,size_10,"{""chest"": ""33\"""", ""waist"": ""29\"""", ""length"": ""41\""""}",4,,cashmere,green,,animal_print,67.13,150.76,180.91,online_marketplace,2024-03-26,Welchshire,True,1511,"['https://example.com/photos/item_268_0.jpg', 'https://example.com/photos/item_268_1.jpg', 'https://example.com/photos/item_268_2.jpg', 'https://example.com/photos/item_268_3.jpg']","['vintage', 'festival', 'retro']",sold
269,sq_item_269,VIN0269,PaleGreen Scarf,Chanel,accessories,scarf,1980s,L,"{""chest"": ""39\"""", ""waist"": ""31\"""", ""length"": ""21\""""}",5,,denim,white,,polka_dot,41.36,139.51,167.41,estate_sale,2023-05-04,North Fernandobury,True,856,"['https://example.com/photos/item_269_0.jpg', 'https://example.com/photos/item_269_1.jpg', 'https://example.com/photos/item_269_2.jpg']",['retro'],reserved
270,sq_item_270,VIN0270,Maroon Blouse,Diane von Furstenberg,tops,blouse,1990s,M,"{""chest"": ""41\"""", ""waist"": ""30\"""", ""length"": ""21\""""}",5,,leather,blue,purple,solid,32.86,163.41,196.09,estate_sale,2024-07-14,Deniseview,True,814,['https://example.com/photos/item_270_0.jpg'],['vintage'],sold
271,sq_item_271,VIN0271,Orchid Blazer,Diane von Furstenberg,jackets,blazer,1990s,size_14,"{""chest"": ""34\"""", ""waist"": ""36\"""", ""length"": ""24\""""}",4,,linen,purple,yellow,solid,47.43,222.96,267.55,donation,2024-11-11,Pamstad,True,1377,"['https://example.com/photos/item_271_0.jpg', 'https://example.com/photos/item_271_1.jpg', 'https://example.com/photos/item_271_2.jpg', 'https://example.com/photos/item_271_3.jpg']","['festival', 'vintage']",available
272,sq_item_272,VIN0272,Turquoise Jeans,H&M,bottoms,jeans,1990s,XS,"{""chest"": ""41\"""", ""waist"": ""34\"""", ""length"": ""45\""""}",5,,silk,brown,gray,geometric,76.86,358.95,430.74,donation,2023-02-24,Gutierrezburgh,True,1267,"['https://example.com/photos/item_272_0.jpg', 'https://example.com/photos/item_272_1.jpg']","['retro', 'bohemian']",available
273,sq_item_273,VIN0273,Beige Midi Dress,Ann Taylor,dresses,midi_dress,1990s,size_14,"{""chest"": ""39\"""", ""waist"": ""25\"""", ""length"": ""45\""""}",4,,cotton,purple,,solid,77.18,218.02,261.62,consignment,2024-03-23,Lake Jimmy,True,469,"['https://example.com/photos/item_273_0.jpg', 'https://example.com/photos/item_273_1.jpg', 'https://example.com/photos/item_273_2.jpg', 'https://example.com/photos/item_273_3.jpg']",['retro'],sold
274,sq_item_274,VIN0274,LightCoral Shorts,Unknown,bottoms,shorts,1970s,XL,"{""chest"": ""33\"""", ""waist"": ""26\"""", ""length"": ""29\""""}",5,,cotton,gray,,floral,24.29,56.93,68.32,estate_sale,2023-03-01,East Garrettville,True,710,"['https://example.com/photos/item_274_0.jpg', 'https://example.com/photos/item_274_1.jpg', 'https://example.com/photos/item_274_2.jpg', 'https://example.com/photos/item_274_3.jpg']",['statement_piece'],sold
275,sq_item_275,VIN0275,DarkGray Tank Top,Banana Republic,tops,tank_top,1960s,L,"{""chest"": ""41\"""", ""waist"": ""33\"""", ""length"": ""27\""""}",4,,cashmere,white,yellow,polka_dot,71.98,199.66,239.59,donation,2024-02-21,South Amytown,True,234,"['https://example.com/photos/item_275_0.jpg', 'https://example.com/photos/item_275_1.jpg', 'https://example.com/photos/item_275_2.jpg', 'https://example.com/photos/item_275_3.jpg']",['vintage'],available
276,sq_item_276,VIN0276,Orchid Heels,Zara,shoes,heels,1970s,size_12,"{""chest"": ""42\"""", ""waist"": ""36\"""", ""length"": ""24\""""}",4,,silk,brown,red,stripes,73.53,151.17,181.4,donation,2023-06-22,North Joseberg,True,1701,"['https://example.com/photos/item_276_0.jpg', 'https://example.com/photos/item_276_1.jpg']","['vintage', 'retro', 'classic']",sold
277,sq_item_277,VIN0277,DarkBlue Mini Dress,H&M,dresses,mini_dress,1970s,XS,"{""chest"": ""39\"""", ""waist"": ""28\"""", ""length"": ""39\""""}",4,,denim,blue,,geometric,65.95,322.06,386.47,consignment,2023-02-16,Parkerbury,True,430,['https://example.com/photos/item_277_0.jpg'],"['bohemian', 'vintage']",available
278,sq_item_278,VIN0278,LightSkyBlue Boots,Banana Republic,shoes,boots,1970s,size_12,"{""chest"": ""37\"""", ""waist"": ""34\"""", ""length"": ""50\""""}",4,Occaecati consectetur saepe adipisci optio similique.,linen,green,yellow,stripes,67.29,280.95,337.14,thrift_store,2024-04-15,Michellemouth,True,1327,"['https://example.com/photos/item_278_0.jpg', 'https://example.com/photos/item_278_1.jpg', 'https://example.com/photos/item_278_2.jpg']",['classic'],reserved
279,sq_item_279,VIN0279,Yellow Blouse,Unknown,tops,blouse,1980s,size_10,"{""chest"": ""38\"""", ""waist"": ""32\"""", ""length"": ""22\""""}",5,,silk,brown,purple,animal_print,50.66,101.97,122.36,estate_sale,2023-12-28,Amyberg,True,1764,"['https://example.com/photos/item_279_0.jpg', 'https://example.com/photos/item_279_1.jpg', 'https://example.com/photos/item_279_2.jpg', 'https://example.com/photos/item_279_3.jpg']","['statement_piece', 'vintage', 'festival']",sold
280,sq_item_280,VIN0280,Yellow Boots,Vintage Levi's,shoes,boots,1990s,XL,"{""chest"": ""42\"""", ""waist"": ""35\"""", ""length"": ""31\""""}",3,,leather,blue,purple,stripes,14.36,44.68,53.62,estate_sale,2023-10-15,New Carla,True,1109,"['https://example.com/photos/item_280_0.jpg', 'https://example.com/photos/item_280_1.jpg']",['festival'],sold
281,sq_item_281,VIN0281,PowderBlue Sneakers,Unknown,shoes,sneakers,1970s,size_14,"{""chest"": ""42\"""", ""waist"": ""34\"""", ""length"": ""39\""""}",4,Odit modi tenetur laboriosam dolorem at est.,wool,white,gray,floral,13.32,37.72,45.26,donation,2023-10-08,Greenport,True,492,['https://example.com/photos/item_281_0.jpg'],"['classic', 'retro', 'statement_piece']",sold
282,sq_item_282,VIN0282,Aqua Sneakers,H&M,shoes,sneakers,1990s,size_6,"{""chest"": ""38\"""", ""waist"": ""30\"""", ""length"": ""28\""""}",3,,linen,yellow,,solid,5.15,16.9,20.28,thrift_store,2023-02-18,New Lisaberg,True,669,"['https://example.com/photos/item_282_0.jpg', 'https://example.com/photos/item_282_1.jpg', 'https://example.com/photos/item_282_2.jpg', 'https://example.com/photos/item_282_3.jpg']","['vintage', 'statement_piece', 'bohemian']",available
283,sq_item_283,VIN0283,MediumTurquoise Denim Jacket,Handmade,jackets,denim_jacket,1970s,size_8,"{""chest"": ""33\"""", ""waist"": ""27\"""", ""length"": ""26\""""}",3,,silk,black,,solid,30.1,139.67,167.6,donation,2024-10-03,Taylortown,True,784,"['https://example.com/photos/item_283_0.jpg', 'https://example.com/photos/item_283_1.jpg', 'https://example.com/photos/item_283_2.jpg']",['bohemian'],available
284,sq_item_284,VIN0284,SlateGray Denim Jacket,Chanel,jackets,denim_jacket,1970s,S,"{""chest"": ""41\"""", ""waist"": ""33\"""", ""length"": ""34\""""}",5,,silk,white,,solid,76.91,345.91,415.09,online_marketplace,2023-11-17,Evanschester,True,1922,['https://example.com/photos/item_284_0.jpg'],['bohemian'],available
285,sq_item_285,VIN0285,LightSteelBlue Leather Jacket,H&M,jackets,leather_jacket,1980s,XL,"{""chest"": ""38\"""", ""waist"": ""30\"""", ""length"": ""23\""""}",4,,cotton,purple,,polka_dot,27.61,107.09,128.51,donation,2024-09-26,Port Adrian,True,307,"['https://example.com/photos/item_285_0.jpg', 'https://example.com/photos/item_285_1.jpg', 'https://example.com/photos/item_285_2.jpg']","['classic', 'bohemian', 'vintage']",sold
286,sq_item_286,VIN0286,Navy Jewelry,H&M,accessories,jewelry,1980s,L,"{""chest"": ""41\"""", ""waist"": ""26\"""", ""length"": ""40\""""}",4,,linen,gray,,floral,49.09,114.09,136.91,thrift_store,2023-02-15,South Nicole,True,223,"['https://example.com/photos/item_286_0.jpg', 'https://example.com/photos/item_286_1.jpg']","['retro', 'vintage']",sold
287,sq_item_287,VIN0287,PowderBlue Jewelry,Vintage Levi's,accessories,jewelry,1970s,size_6,"{""chest"": ""36\"""", ""waist"": ""29\"""", ""length"": ""20\""""}",4,,wool,black,brown,solid,28.34,131.94,158.33,online_marketplace,2023-12-19,Wrightfurt,True,500,"['https://example.com/photos/item_287_0.jpg', 'https://example.com/photos/item_287_1.jpg']","['festival', 'bohemian', 'statement_piece']",available
288,sq_item_288,VIN0288,OldLace Tank Top,Unknown,tops,tank_top,1980s,size_6,"{""chest"": ""41\"""", ""waist"": ""28\"""", ""length"": ""33\""""}",4,Ea in dolores quisquam tenetur.,cotton,purple,black,animal_print,57.11,282.45,338.94,thrift_store,2024-12-10,Justinside,True,571,"['https://example.com/photos/item_288_0.jpg', 'https://example.com/photos/item_288_1.jpg', 'https://example.com/photos/item_288_2.jpg', 'https://example.com/photos/item_288_3.jpg']","['festival', 'classic', 'vintage']",sold
289,sq_item_289,VIN0289,LightGreen Flats,Ann Taylor,shoes,flats,1960s,XS,"{""chest"": ""33\"""", ""waist"": ""29\"""", ""length"": ""20\""""}",4,Deleniti architecto consequatur beatae iste iste.,linen,blue,,stripes,65.55,205.02,246.02,estate_sale,2023-01-31,Lopeztown,True,507,"['https://example.com/photos/item_289_0.jpg', 'https://example.com/photos/item_289_1.jpg']","['festival', 'classic']",sold
290,sq_item_290,VIN0290,DeepPink Skirt,Vintage Levi's,bottoms,skirt,1990s,S,"{""chest"": ""32\"""", ""waist"": ""34\"""", ""length"": ""24\""""}",4,,silk,yellow,,stripes,30.49,111.7,134.04,online_marketplace,2023-09-03,New Andrewville,True,857,"['https://example.com/photos/item_290_0.jpg', 'https://example.com/photos/item_290_1.jpg', 'https://example.com/photos/item_290_2.jpg']","['festival', 'retro', 'vintage']",sold
291,sq_item_291,VIN0291,LightSkyBlue Boots,Unknown,shoes,boots,1980s,size_6,"{""chest"": ""37\"""", ""waist"": ""33\"""", ""length"": ""33\""""}",5,Commodi ipsa ab at accusamus.,cotton,gray,,geometric,13.89,64.56,77.47,consignment,2023-06-02,West Robert,True,771,"['https://example.com/photos/item_291_0.jpg', 'https://example.com/photos/item_291_1.jpg']",['classic'],sold
292,sq_item_292,VIN0292,SpringGreen Skirt,Unknown,bottoms,skirt,1960s,size_10,"{""chest"": ""42\"""", ""waist"": ""33\"""", ""length"": ""22\""""}",3,,denim,purple,,floral,68.86,337.77,405.32,consignment,2024-12-30,Steventon,True,865,"['https://example.com/photos/item_292_0.jpg', 'https://example.com/photos/item_292_1.jpg', 'https://example.com/photos/item_292_2.jpg', 'https://example.com/photos/item_292_3.jpg']","['vintage', 'classic', 'statement_piece']",available
293,sq_item_293,VIN0293,MediumPurple Belt,Unknown,accessories,belt,1990s,size_10,"{""chest"": ""35\"""", ""waist"": ""30\"""", ""length"": ""26\""""}",4,,wool,yellow,white,floral,52.86,231.1,277.32,estate_sale,2023-10-30,Port Karenberg,True,1010,"['https://example.com/photos/item_293_0.jpg', 'https://example.com/photos/item_293_1.jpg', 'https://example.com/photos/item_293_2.jpg']",['retro'],available
294,sq_item_294,VIN0294,Chartreuse Cocktail Dress,Unknown,dresses,cocktail_dress,1980s,size_10,"{""chest"": ""37\"""", ""waist"": ""28\"""", ""length"": ""32\""""}",3,,leather,white,,solid,43.42,130.66,156.79,consignment,2024-05-28,Kimberlyland,True,1150,['https://example.com/photos/item_294_0.jpg'],"['festival', 'bohemian']",sold
295,sq_item_295,VIN0295,YellowGreen Mini Dress,H&M,dresses,mini_dress,1970s,XL,"{""chest"": ""35\"""", ""waist"": ""35\"""", ""length"": ""39\""""}",5,,leather,black,,stripes,32.02,116.49,139.79,consignment,2024-02-18,Whiteview,True,930,['https://example.com/photos/item_295_0.jpg'],"['classic', 'retro']",sold
296,sq_item_296,VIN0296,Olive Tank Top,Unknown,tops,tank_top,1980s,size_12,"{""chest"": ""39\"""", ""waist"": ""35\"""", ""length"": ""46\""""}",4,,denim,blue,,animal_print,22.07,92.03,110.44,online_marketplace,2023-08-03,North Theresabury,True,998,"['https://example.com/photos/item_296_0.jpg', 'https://example.com/photos/item_296_1.jpg', 'https://example.com/photos/item_296_2.jpg', 'https://example.com/photos/item_296_3.jpg']","['bohemian', 'statement_piece', 'festival']",sold
297,sq_item_297,VIN0297,OliveDrab Scarf,H&M,accessories,scarf,1980s,L,"{""chest"": ""38\"""", ""waist"": ""30\"""", ""length"": ""41\""""}",5,,leather,yellow,,geometric,27.92,117.64,141.17,estate_sale,2023-05-23,Wrightton,True,414,"['https://example.com/photos/item_297_0.jpg', 'https://example.com/photos/item_297_1.jpg', 'https://example.com/photos/item_297_2.jpg']","['classic', 'retro', 'vintage']",sold
298,sq_item_298,VIN0298,Gray Denim Jacket,Diane von Furstenberg,jackets,denim_jacket,1970s,size_10,"{""chest"": ""42\"""", ""waist"": ""28\"""", ""length"": ""22\""""}",3,,wool,black,,geometric,76.15,166.85,200.22,online_marketplace,2023-01-28,Mossville,True,482,"['https://example.com/photos/item_298_0.jpg', 'https://example.com/photos/item_298_1.jpg']",['vintage'],sold
299,sq_item_299,VIN0299,Turquoise Skirt,Vintage Levi's,bottoms,skirt,1980s,M,"{""chest"": ""37\"""", ""waist"": ""30\"""", ""length"": ""32\""""}",3,Labore placeat est eum occaecati.,cashmere,purple,,polka_dot,22.48,89.44,107.33,thrift_store,2023-05-14,Lake Sharonhaven,True,1882,"['https://example.com/photos/item_299_0.jpg', 'https://example.com/photos/item_299_1.jpg']","['vintage', 'classic']",sold
300,sq_item_300,VIN0300,DarkRed Blazer,H&M,tops,blazer,1980s,L,"{""chest"": ""32\"""", ""waist"": ""26\"""", ""length"": ""34\""""}",3,,polyester,brown,,geometric,48.13,141.07,169.28,online_marketplace,2024-04-16,Timothyport,True,1047,['https://example.com/photos/item_300_0.jpg'],"['bohemian', 'statement_piece', 'vintage']",sold
